NODE	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
N9	4.60301e-12	8.79736e-09	1.39526e-08	1.19848e-05	0.00960921	4.38645e-06	2.2903e-09	2.11461e-06	0.00156921	0.986307	0.00248975	6.01651e-06	2.65033e-09	2.55073e-12	1.72977e-15	2.70314e-15	1.70011e-15	2.57489e-15	1.22507e-15	7.4952e-16	8.91033e-19	1.79505e-21	1.20251e-24	1.28954e-27	2.71059e-31	1.88686e-34	5.94511e-38	3.39475e-41	6.54278e-45	2.77963e-48	5.41013e-52	1.79929e-55	1.4942e-59	4.6757e-63	9.25507e-67	2.71439e-70	5.66258e-74	1.40213e-77	2.93204e-81	5.87909e-85	
CENT17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N10	1.23191e-06	0.000158807	0.000168018	0.00948729	0.290901	0.00277669	9.7224e-06	0.000392895	0.0162947	0.657745	0.021216	0.000844921	3.26032e-06	3.84911e-08	1.58407e-10	1.3364e-12	1.16463e-15	4.28769e-18	5.62715e-21	2.38026e-23	1.55876e-26	4.94101e-29	6.48969e-32	1.92981e-34	6.91118e-38	1.57416e-40	1.55614e-43	3.94847e-46	2.65646e-49	5.70453e-52	5.22346e-55	9.19641e-58	1.81619e-61	2.94673e-64	2.23913e-67	4.02209e-70	3.88912e-73	6.66982e-76	9.50727e-79	1.43749e-81	
CENT32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	4.84367e-09	2.81645e-06	3.53175e-06	0.000866316	0.173894	0.00019274	9.46031e-08	1.64687e-05	0.00458406	0.811906	0.00846945	6.41522e-05	3.69324e-08	6.70728e-11	3.30357e-14	6.68575e-16	1.02078e-19	1.80128e-21	8.44881e-25	5.94026e-26	1.23849e-29	3.41691e-31	7.29191e-35	1.60822e-36	7.12588e-41	5.47378e-43	4.27415e-47	5.20789e-49	1.52627e-53	1.27873e-55	9.86276e-59	1.29244e-60	1.18353e-65	8.56065e-68	1.03874e-70	9.62361e-73	1.0904e-77	9.74619e-80	1.67013e-82	1.22263e-84	
N12	3.55379e-11	3.70113e-08	1.88245e-07	0.000108798	0.0670862	6.55767e-05	4.67667e-08	5.98882e-06	0.00437259	0.918655	0.00967618	2.90865e-05	1.61069e-08	7.13851e-11	1.98184e-13	3.02563e-13	2.60976e-13	1.63666e-12	8.62097e-13	1.33141e-12	2.91092e-15	2.42846e-16	4.01245e-19	3.29503e-20	1.80809e-23	4.89309e-25	3.80851e-28	3.41613e-29	1.66144e-32	1.20712e-33	1.40922e-35	7.63836e-37	5.83765e-40	2.68908e-41	2.13316e-43	6.65235e-45	5.83099e-48	1.72608e-49	1.1626e-51	2.4149e-53	
N13	1.59085e-16	2.55767e-12	1.11659e-10	6.58254e-07	0.00366548	4.71113e-07	7.02769e-11	1.01229e-07	0.000731419	0.994104	0.00149733	4.8237e-07	4.24257e-11	1.9128e-14	1.2736e-17	2.29096e-17	2.82547e-17	2.81714e-16	7.40582e-15	1.07786e-13	4.35838e-16	4.18016e-18	1.39748e-21	6.47761e-24	5.23923e-28	1.41281e-30	1.34861e-34	9.86026e-37	9.60793e-41	6.60041e-43	8.31957e-46	4.08596e-48	1.14971e-51	4.39382e-54	3.80938e-57	9.6573e-60	3.87184e-63	7.04888e-66	4.07359e-69	4.84038e-72	
CENT26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N14	3.65045e-19	1.83124e-14	3.14931e-12	5.13267e-08	0.000812904	3.69057e-08	2.73167e-12	1.5595e-08	0.000314278	0.998252	0.000620589	6.39575e-08	2.31071e-12	2.89287e-16	4.00225e-19	1.04819e-17	1.20858e-16	3.38677e-15	3.06756e-14	8.79469e-14	3.37248e-17	1.55819e-20	7.81902e-25	3.28107e-28	4.07545e-33	5.3163e-36	3.86261e-41	2.9191e-43	6.42107e-48	1.22002e-49	1.48968e-52	2.15285e-54	4.6401e-58	5.31021e-60	5.04173e-63	3.97989e-65	2.39185e-68	1.32834e-70	7.14133e-74	2.75452e-76	
CENT37	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N15	9.75935e-12	2.02495e-08	6.09555e-08	6.76098e-05	0.0717939	2.82934e-05	8.37855e-09	2.22993e-06	0.00275704	0.920995	0.00434881	6.90339e-06	1.78288e-09	2.76503e-12	2.69971e-15	8.34646e-17	1.06232e-19	1.88911e-21	2.5461e-24	2.64889e-26	1.12981e-30	3.03937e-33	9.89425e-38	2.99425e-40	5.19934e-45	6.96549e-48	1.90553e-52	1.16143e-54	2.89027e-59	2.00734e-61	2.11238e-64	1.31394e-66	5.44655e-71	3.26523e-73	2.99667e-76	1.35937e-78	8.22903e-83	3.95277e-85	3.63856e-88	1.25602e-90	
N16	7.64709e-15	5.81256e-11	3.06173e-09	7.90123e-06	0.0165462	5.89167e-06	1.72332e-09	8.33586e-07	0.00235253	0.977499	0.00358456	2.85842e-06	5.46167e-10	6.8122e-13	7.18239e-16	1.37314e-17	2.91195e-20	2.85e-22	3.86171e-25	1.86875e-27	8.2933e-32	9.53216e-35	2.43116e-39	2.85575e-42	4.01121e-47	3.4381e-50	1.00896e-54	3.80563e-57	1.18992e-61	4.81517e-64	3.40819e-67	1.17495e-69	1.21538e-73	3.70826e-76	2.16163e-79	4.71763e-82	4.75401e-86	9.78344e-89	5.12013e-92	7.3747e-95	
CENT5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
