Iteration	Posterior	Likelihood	Prior	clado_fission_pr	clado_fusion_pr	clado_no_change_pr	clado_polyploid_pr	clado_type[1]	clado_type[2]	clado_type[3]	clado_type[4]	clado_type[5]	delta	gamma	rho
1570	-56.03138	-67.24896	11.21758	0.005561649	0.000667459	0.06503585	0.0558588	0.511595	0.0437499	0.00525047	0.439405	0	0.1086713	0.2104778	0.04377878
1580	-57.21242	-66.31301	9.100597	0.003961328	0.002762214	0.1524775	0.2250979	0.396768	0.0103079	0.00718767	0.585737	0	0.05229659	0.2375626	0.0275918
1590	-56.56887	-67.197	10.62812	0.001518714	0.004326511	0.1082104	0.133821	0.436549	0.0061269	0.0174543	0.539869	0	0.0760915	0.2118639	0.01316555
1600	-57.0473	-65.85789	8.81059	0.002269667	0.003474117	0.1646089	0.1770746	0.473794	0.00653278	0.00999955	0.509674	0	0.01848204	0.3266671	0.03817413
1610	-58.63361	-67.98168	9.348068	0.002064544	0.0168487	0.1307617	0.1523584	0.432938	0.00683548	0.0557842	0.504442	0	0.01204427	0.1964051	0.1665201
1620	-56.59203	-66.16479	9.572765	0.002533448	0.008922666	0.1779455	0.1608827	0.508003	0.00723255	0.0254726	0.459292	0	0.02684751	0.2343344	0.04306685
1630	-58.63737	-67.04792	8.410549	0.007289194	0.006880606	0.1251993	0.1375673	0.452087	0.0263208	0.0248454	0.496747	0	0.01159549	0.3831659	0.0990569
1640	-58.52826	-67.08565	8.557393	0.01848983	0.003302809	0.258372	0.2213335	0.5152	0.0368692	0.00658589	0.441345	0	0.02578462	0.170546	0.05824162
1650	-59.14545	-69.30118	10.15573	0.01560876	0.005874626	0.1814721	0.2076499	0.441962	0.038014	0.0143072	0.505716	0	0.04297008	0.114694	0.02796751
1660	-58.03281	-70.88827	12.85546	0.007069214	0.007759839	0.04186612	0.02102735	0.538661	0.0909545	0.0998403	0.270544	0	0.01141084	0.1911861	0.04594408
1670	-54.45341	-66.65803	12.20461	0.0002406732	0.001150877	0.0379706	0.04517964	0.449134	0.0028468	0.0136131	0.534406	0	0.01264482	0.2078156	0.0863461
1680	-54.80672	-66.71296	11.90624	1.594213e-05	0.001289686	0.05711235	0.03640022	0.602335	0.000168134	0.0136017	0.383895	0	0.01386683	0.2007234	0.1117774
1690	-54.20952	-66.22776	12.01824	2.387834e-05	0.0002417044	0.06056303	0.07520724	0.445199	0.00017553	0.00177677	0.552849	0	0.04356218	0.1896976	0.04068986
1700	-55.20802	-66.18046	10.97244	0.000106454	0.000410818	0.06745929	0.06962448	0.490253	0.000773642	0.00298557	0.505988	0	0.05398177	0.1981616	0.1248206
1710	-57.2907	-67.02248	9.731788	0.0006288664	0.001035937	0.1957685	0.06485205	0.746395	0.00239764	0.00394966	0.247258	0	0.03392836	0.2194272	0.1229899
1720	-56.49686	-68.59449	12.09763	0.004528501	0.001724954	0.08195145	0.08610325	0.470153	0.0259799	0.009896	0.493971	0	0.04833061	0.1106251	0.06878226
1730	-56.96503	-67.96926	11.00423	0.004266038	0.002000553	0.1195574	0.04334395	0.706738	0.0252178	0.0118258	0.256219	0	0.04653751	0.2436722	0.05200862
1740	-58.35602	-67.82038	9.46436	0.02578067	0.006202047	0.1482306	0.1024019	0.524496	0.0912218	0.0219452	0.362337	0	0.02865611	0.184838	0.1692643
1750	-58.94942	-67.23248	8.283058	0.004238639	0.01515987	0.1923881	0.1018776	0.613357	0.0135133	0.0483315	0.324798	0	0.07931603	0.195555	0.1949685
1760	-57.65161	-67.91774	10.26614	0.01163689	0.007922129	0.05886247	0.1125682	0.308197	0.0609294	0.0414793	0.589394	0	0.02056544	0.2964055	0.07723502
1770	-57.19817	-67.10172	9.903556	0.003400979	0.01157044	0.1245361	0.06436275	0.61086	0.0166821	0.0567539	0.315704	0	0.02255849	0.2865451	0.10848
1780	-59.64693	-68.74515	9.098223	0.001127953	0.02355004	0.1382678	0.06228215	0.613902	0.00500805	0.104561	0.276529	0	0.01650926	0.402258	0.05799209
1790	-58.72205	-68.12479	9.402733	0.001909609	0.01009013	0.04834649	0.07539943	0.356155	0.0140675	0.0743312	0.555446	0	0.02198371	0.3251628	0.1886441
1800	-61.2702	-71.48876	10.21856	0.003941139	0.02342726	0.02959045	0.2196905	0.10696	0.014246	0.0846822	0.794112	0	0.0187569	0.124059	0.1704883
1810	-58.36617	-67.85819	9.492021	0.00365617	0.009622266	0.07738897	0.1449863	0.328401	0.015515	0.0408322	0.615252	0	0.03927379	0.2098826	0.1777974
1820	-62.47442	-70.54167	8.06725	0.007038584	0.02011801	0.04033052	0.2543306	0.125321	0.0218713	0.0625137	0.790294	0	0.1116055	0.149952	0.2217093
1830	-63.77049	-69.11024	5.339755	0.003760621	0.03777148	0.1463418	0.2264345	0.35322	0.00907686	0.0911675	0.546536	0	0.03289901	0.3822235	0.2484031
1840	-60.48701	-72.39862	11.91161	0.01985363	0.02525459	0.08223997	0.09300941	0.373211	0.0900973	0.114607	0.422084	0	0.03405902	0.06914644	0.09708548
1850	-59.1003	-67.18592	8.085624	0.01342992	0.004682758	0.248662	0.08300177	0.710917	0.0383957	0.0133879	0.237299	0	0.0578778	0.2211919	0.1744009
1860	-62.22331	-67.38414	5.160828	0.0153673	0.003844869	0.2269365	0.1799557	0.532584	0.0360646	0.0090233	0.422328	0	0.08311503	0.351849	0.2346584
1870	-63.79728	-70.40248	6.605202	0.07083621	0.0197259	0.2019118	0.08490328	0.53504	0.187707	0.0522711	0.224983	0	0.1536365	0.2108063	0.2094695
1880	-67.6444	-71.55504	3.910641	0.1004659	0.01789999	0.3176228	0.0690647	0.62889	0.198921	0.0354418	0.136747	0	0.234334	0.2198748	0.2614832
1890	-65.28763	-70.19825	4.910621	0.04311389	0.02280638	0.2404142	0.108604	0.579397	0.103904	0.0549633	0.261735	0	0.1828665	0.1207485	0.402194
1900	-61.37399	-69.70658	8.332597	0.03278899	0.02469467	0.2142101	0.04674887	0.67268	0.102967	0.0775482	0.146805	0	0.09728058	0.1582591	0.2045676
1910	-60.96306	-69.4374	8.47434	0.03433494	0.02434834	0.1698793	0.0473924	0.615605	0.124422	0.088233	0.17174	0	0.0572739	0.1781106	0.2530361
1920	-63.19476	-71.57622	8.381468	0.02710468	0.008188195	0.07197252	0.1384118	0.292956	0.110326	0.0333291	0.563389	0	0.1376374	0.06100635	0.3293418
1930	-58.14135	-69.5768	11.43545	0.01589245	0.003480175	0.081363	0.08883209	0.429203	0.0838352	0.0183585	0.468603	0	0.06299906	0.0884005	0.1272975
1940	-62.28933	-66.88725	4.597921	0.006831209	0.003831661	0.3635282	0.3480479	0.503335	0.00945838	0.00530525	0.481901	0	0.0268623	0.2046915	0.1982248
1950	-62.8792	-67.8619	4.9827	0.01117018	0.007816611	0.3803901	0.126	0.724033	0.0212613	0.0148781	0.239828	0	0.07324854	0.143878	0.3710362
1960	-60.82878	-69.08174	8.252964	0.03742755	0.01056007	0.1469498	0.05039962	0.598971	0.152556	0.0430431	0.20543	0	0.05466865	0.261691	0.2248166
1970	-60.69076	-70.62741	9.936645	0.03428823	0.00873244	0.1302204	0.1021873	0.472792	0.124491	0.0317049	0.371012	0	0.04846574	0.04114105	0.2531099
1980	-64.22315	-71.4396	7.216445	0.02806445	0.01522212	0.2167072	0.1945131	0.476796	0.061747	0.0334915	0.427965	0	0.08385635	0.02294332	0.3288586
1990	-61.98832	-70.65268	8.664353	0.03925785	0.01226945	0.184897	0.06240846	0.618731	0.131371	0.0410579	0.208841	0	0.1491985	0.01758199	0.2797611
2000	-71.73783	-71.83615	0.09832555	0.1540691	0.01795132	0.4321044	0.1663729	0.560812	0.19996	0.0232983	0.215929	0	0.1756657	0.1247915	0.5310221
2010	-64.02592	-69.79856	5.772642	0.07172069	0.01255478	0.3544177	0.1834296	0.569691	0.115284	0.0201806	0.294845	0	0.1397815	0.05393097	0.2187101
2020	-62.19602	-70.317	8.120981	0.008760753	0.007676177	0.1640742	0.02944868	0.781455	0.0417259	0.0365602	0.140259	0	0.1673157	0.02456478	0.3978711
2030	-64.57632	-69.86534	5.289018	0.01329594	0.009701984	0.4401498	0.01724121	0.916236	0.0276774	0.0201961	0.0358901	0	0.1827434	0.05320517	0.3665702
2040	-61.54398	-70.90185	9.357874	0.01432255	0.0114178	0.06974652	0.03512665	0.533992	0.109656	0.0874167	0.268936	0	0.2004527	0.07925501	0.2657009
2050	-63.35553	-72.1452	8.789665	0.08275738	0.01495825	0.2040883	0.04053894	0.596152	0.241738	0.0436938	0.118416	0	0.05840342	0.01787784	0.3142189
2060	-63.7106	-71.64173	7.931131	0.02251412	0.01546152	0.173152	0.1241682	0.516416	0.067147	0.0461131	0.370324	0	0.0404735	0.04050827	0.4024189
2070	-63.19467	-70.40875	7.214079	0.07893642	0.004924469	0.321169	0.1541187	0.574389	0.141173	0.00880709	0.275631	0	0.1148643	0.04219072	0.1741981
2080	-68.6274	-75.32328	6.69588	0.09703735	0.003999782	0.1111141	0.09039479	0.367263	0.320736	0.0132204	0.29878	0	0.07570852	0.0365202	0.5274468
2090	-63.97808	-70.29481	6.316734	0.05118806	0.007736259	0.1993084	0.1183178	0.529301	0.135939	0.0205451	0.314215	0	0.1340766	0.06427911	0.40523
2100	-67.43093	-75.71389	8.282958	0.1350775	0.02688721	0.2372324	0.03642704	0.54458	0.310078	0.0617211	0.0836203	0	0.1012581	0.1325308	0.1141006
2110	-61.46607	-67.49762	6.031551	0.04806181	0.007217942	0.2002627	0.3244837	0.345265	0.0828614	0.0124442	0.559429	0	0.07095014	0.2696576	0.08802048
2120	-61.20935	-66.61766	5.408303	0.005598382	0.004898838	0.3851158	0.149725	0.706197	0.0102659	0.00898312	0.274554	0	0.05829017	0.2461117	0.2212394
2130	-65.35989	-72.51842	7.15853	0.1112578	0.0329341	0.06815548	0.1992332	0.165595	0.270318	0.0800186	0.484068	0	0.04977516	0.3945871	0.04001383
2140	-59.54604	-68.54539	8.999354	0.008939503	0.03400292	0.09313788	0.1086803	0.380527	0.0365235	0.138923	0.444027	0	0.09450912	0.3146451	0.05795936
2150	-59.1005	-69.16628	10.06579	0.001778342	0.02136803	0.2012035	0.08483059	0.650764	0.00575179	0.0691118	0.274372	0	0.05648645	0.209732	0.02983199
2160	-57.87417	-66.99991	9.125741	0.0005984446	0.02494897	0.1738332	0.1252958	0.535405	0.0018432	0.0768426	0.38591	0	0.06201638	0.2701476	0.04239508
2170	-61.33569	-70.32607	8.990383	0.0008794158	0.05898042	0.03547532	0.2488206	0.103079	0.00255528	0.171377	0.722988	0	0.04073333	0.2630794	0.06480279
2180	-65.77928	-68.88183	3.102543	0.001949502	0.02921425	0.06035049	0.6342031	0.0831598	0.00268631	0.0402557	0.873898	0	0.05213063	0.3294197	0.1942876
2190	-60.97151	-67.99502	7.023511	0.003224568	0.004983177	0.1831879	0.2093173	0.457155	0.00804708	0.0124358	0.522362	0	0.1414875	0.1698011	0.1974569
2200	-61.57398	-68.70538	7.131409	0.0003786204	0.006819912	0.4177862	0.1327116	0.749128	0.000678901	0.0122287	0.237964	0	0.08715305	0.1114325	0.1423869
2210	-62.64198	-69.76473	7.122754	0.003454796	0.003513103	0.1491794	0.2310237	0.385306	0.00892318	0.00907378	0.596697	0	0.1613284	0.09871835	0.2523164
2220	-63.56867	-69.3804	5.811726	0.002876476	0.00319591	0.2715818	0.471046	0.362738	0.00384196	0.00426861	0.629152	0	0.02332025	0.1106903	0.1479262
2230	-58.90361	-68.15433	9.250719	0.006731157	0.003837602	0.03582275	0.08853174	0.265505	0.0498888	0.0284429	0.656164	0	0.04341798	0.4351468	0.07324968
2240	-55.07102	-67.2967	12.22567	0.002651482	0.0006066383	0.05646803	0.04772162	0.525539	0.0246769	0.00564589	0.444138	0	0.07187074	0.1609609	0.04896281
2250	-60.16697	-68.48571	8.318744	0.004765088	0.0005864989	0.07599217	0.03810619	0.636184	0.0398919	0.00491	0.319014	0	0.1581633	0.4565494	0.04577254
2260	-60.04948	-67.56969	7.520204	0.03049721	0.00112774	0.1182699	0.1877681	0.35026	0.0903185	0.00333984	0.556081	0	0.06301583	0.4120214	0.04708898
2270	-62.2689	-67.76344	5.494535	0.0245181	0.0293591	0.3394561	0.1941493	0.577815	0.0417342	0.0499744	0.330477	0	0.1155515	0.2701552	0.08916674
2280	-66.27852	-69.75176	3.473246	0.1324509	0.0587876	0.4280182	0.1901838	0.528783	0.163633	0.0726275	0.234957	0	0.07950256	0.2040631	0.1714788
2290	-66.56645	-71.68337	5.116925	0.1904859	0.007457429	0.3528205	0.2344679	0.44932	0.242586	0.00949711	0.298597	0	0.1062306	0.04320703	0.1654477
2300	-65.74421	-72.12838	6.38417	0.09218	0.00518523	0.2260432	0.2358334	0.404196	0.16483	0.00927189	0.421702	0	0.214446	0.07427976	0.1254249
2310	-62.74142	-70.0449	7.303476	0.0525283	0.01623058	0.1692425	0.1374365	0.450787	0.139912	0.0432311	0.36607	0	0.1607341	0.1267312	0.2185588
2320	-63.7724	-68.10197	4.329577	0.04415931	0.02362507	0.3897128	0.2257137	0.570414	0.064635	0.0345795	0.330372	0	0.1285466	0.1927017	0.1743927
2330	-64.42001	-70.83107	6.411062	0.1401051	0.01428417	0.1874346	0.2028663	0.344112	0.25722	0.0262244	0.372443	0	0.09435124	0.1949405	0.1367215
2340	-64.28272	-70.4097	6.126983	0.04402031	0.03613504	0.4472492	0.04704265	0.778573	0.0766307	0.062904	0.081892	0	0.03619189	0.2227261	0.165746
2350	-60.58411	-71.58455	11.00044	0.02207428	0.02584187	0.08100668	0.1347416	0.307234	0.0837211	0.0980105	0.511034	0	0.04550606	0.0865296	0.116066
2360	-62.88009	-70.99904	8.118947	0.01019124	0.05706426	0.2366125	0.1601067	0.509969	0.0219651	0.12299	0.345076	0	0.09299468	0.0380322	0.2049133
2370	-63.07568	-70.20266	7.126982	0.006636397	0.04932811	0.4351882	0.07772312	0.764997	0.0116658	0.0867116	0.136626	0	0.05685807	0.07162362	0.2017538
2380	-61.8332	-67.55611	5.72291	0.001979349	0.04752519	0.3960328	0.2139796	0.600489	0.00300121	0.0720606	0.324449	0	0.07108209	0.1924219	0.1164976
2390	-62.15541	-66.18804	4.03263	0.002337882	0.02710213	0.3470845	0.3555608	0.474104	0.00319345	0.0370205	0.485682	0	0.06303919	0.2944622	0.1189597
2400	-61.09195	-66.0392	4.947253	0.0003403614	0.01052907	0.2682865	0.3770512	0.408844	0.00051868	0.0160453	0.574592	0	0.06351395	0.292296	0.1050672
2410	-62.3469	-67.12149	4.774592	0.0006525851	0.04036276	0.202771	0.419313	0.305793	0.000984144	0.0608699	0.632353	0	0.04670834	0.3276484	0.09689434
2420	-58.51374	-69.13628	10.62254	0.00264392	0.02254402	0.07321544	0.07650458	0.418594	0.0151161	0.128891	0.437399	0	0.06035674	0.1384624	0.1758282
2430	-58.54531	-66.39225	7.846937	0.001551253	0.01241344	0.2601001	0.2083591	0.539153	0.00321554	0.0257314	0.4319	0	0.04473101	0.1959908	0.1039701
2440	-57.73237	-66.73021	8.997843	0.01107039	0.001664113	0.1521315	0.1002277	0.573878	0.0417603	0.00627745	0.378084	0	0.01854648	0.274898	0.153487
2450	-57.51614	-66.70876	9.192623	0.002669414	0.00251201	0.09952632	0.1293202	0.425275	0.0114064	0.0107338	0.552584	0	0.009690107	0.3897557	0.05907347
2460	-58.41297	-67.60882	9.195853	0.003961285	0.004485564	0.07943251	0.09707367	0.429474	0.0214178	0.0242525	0.524856	0	0.007974526	0.3509283	0.1483684
2470	-57.32984	-69.08069	11.75085	0.004045417	0.005891122	0.09746952	0.05334421	0.606341	0.0251658	0.0366477	0.331845	0	0.006602703	0.1344556	0.1349163
2480	-57.51305	-69.42911	11.91606	0.008320721	0.0005824205	0.1450744	0.09410507	0.584783	0.0335401	0.00234769	0.37933	0	0.01122857	0.1219517	0.03894104
2490	-58.13379	-65.91042	7.77663	0.005649692	0.0007285175	0.2089556	0.2210761	0.478806	0.0129458	0.00166934	0.506579	0	0.01947182	0.3462193	0.03204554
2500	-57.46014	-66.22315	8.76301	0.005081671	0.00127593	0.2133269	0.1537491	0.571258	0.013608	0.00341675	0.411717	0	0.04658878	0.2955082	0.01997799
2510	-60.732	-72.02727	11.29527	0.008256476	0.003911641	0.07288	0.173661	0.281706	0.0319141	0.0151198	0.67126	0	0.1033475	0.09987959	0.02034641
2520	-56.89545	-68.34429	11.44884	0.01119393	0.002766402	0.09720641	0.07336682	0.526768	0.0606607	0.0149913	0.39758	0	0.08111104	0.1654148	0.0358664
2530	-58.97907	-67.21122	8.232148	0.007777592	0.01461677	0.2114607	0.1899476	0.49896	0.0183519	0.0344896	0.448198	0	0.09591603	0.1914368	0.07743928
2540	-62.31925	-68.99973	6.680483	0.01061937	0.009246154	0.1417138	0.1911628	0.401749	0.0301052	0.0262122	0.541934	0	0.2390477	0.3190503	0.03292128
2550	-63.89506	-69.36572	5.470661	0.08307842	0.002586754	0.1633521	0.1996741	0.364063	0.185157	0.00576511	0.445014	0	0.05120628	0.4993687	0.06547712
2560	-60.91185	-68.0752	7.16335	0.04226822	0.004568645	0.1980972	0.3567356	0.329246	0.0702515	0.00759328	0.592909	0	0.02430848	0.1833588	0.08613768
2570	-61.69112	-69.05711	7.365994	0.03320953	0.009356601	0.2212238	0.3568467	0.356447	0.0535088	0.0150758	0.574969	0	0.03847192	0.1193792	0.09672247
2580	-61.23043	-69.82742	8.596991	0.0241599	0.005151712	0.132459	0.2984005	0.287847	0.052502	0.0111952	0.648456	0	0.1017722	0.1287354	0.06143182
2590	-61.82945	-69.4677	7.638254	0.05633439	0.01486488	0.1105779	0.1259329	0.359357	0.183076	0.0483081	0.409258	0	0.07667973	0.3862343	0.07736002
2600	-60.67347	-68.76576	8.092285	0.01223286	0.02571704	0.09042978	0.1851369	0.288437	0.0390182	0.0820277	0.590517	0	0.01715954	0.316998	0.1549069
2610	-59.62293	-69.11107	9.488143	0.01726091	0.03765545	0.200762	0.1187595	0.536169	0.0460982	0.100565	0.317167	0	0.02740143	0.1458766	0.1152793
2620	-68.54316	-69.79309	1.249927	0.02074136	0.004722502	0.1809961	0.6704503	0.206402	0.0236528	0.00538539	0.76456	0	0.0630698	0.2195096	0.3273272
2630	-62.11743	-68.36707	6.249638	0.04835046	0.032644	0.2634011	0.1473104	0.535688	0.0983321	0.0663893	0.29959	0	0.07382838	0.2412226	0.1800888
2640	-61.06412	-69.34815	8.284035	0.01114158	0.02043636	0.04648751	0.263678	0.13603	0.0326022	0.0598003	0.771567	0	0.09227499	0.2057582	0.1436294
2650	-61.59026	-67.65799	6.067737	0.01152524	0.01428379	0.216131	0.1807979	0.511265	0.0272633	0.0337888	0.427683	0	0.1074905	0.2294862	0.2453212
2660	-60.6244	-67.24952	6.625119	0.009610492	0.005543329	0.109248	0.3788137	0.2171	0.0190982	0.0110158	0.752786	0	0.05404501	0.2664515	0.1255857
2670	-57.23316	-67.56315	10.32999	0.006588553	0.00190196	0.1817427	0.08030427	0.671784	0.0243536	0.0070303	0.296832	0	0.04185408	0.1552903	0.1111288
2680	-62.02859	-71.6257	9.597108	0.005249599	0.0186876	0.03509083	0.1168578	0.199509	0.0298466	0.106248	0.664396	0	0.08099382	0.09159532	0.3036238
2690	-59.21227	-66.97077	7.758495	0.001770082	0.01120711	0.1879989	0.1511572	0.533886	0.00502674	0.0318263	0.429261	0	0.1079151	0.2169419	0.1589698
2700	-57.75638	-68.54989	10.79351	0.0007669908	0.003577396	0.144001	0.07039906	0.658307	0.00350633	0.0163542	0.321832	0	0.06738995	0.09005211	0.1562718
2710	-66.84444	-73.17481	6.330374	0.01284158	0.02142009	0.07453358	0.04101616	0.497516	0.0857183	0.14298	0.273785	0	0.354003	0.369554	0.1054038
2720	-64.73027	-69.50151	4.771236	0.03070786	0.009284756	0.08914132	0.3387557	0.190518	0.0656306	0.0198439	0.724008	0	0.1409167	0.3330569	0.1928227
2730	-58.32715	-66.92186	8.594711	0.008134242	0.001684202	0.08931336	0.07917242	0.500904	0.04562	0.00944567	0.44403	0	0.06204553	0.3219903	0.1899984
2740	-59.72604	-70.93639	11.21035	0.01625232	0.01555945	0.0227956	0.1057533	0.142152	0.101349	0.0970278	0.659471	0	0.01752882	0.2370388	0.07584635
2750	-59.84698	-70.11265	10.26568	0.005431679	0.04001243	0.05364612	0.1843507	0.189267	0.0191634	0.141167	0.650402	0	0.02833607	0.2029824	0.07048264
2760	-61.6909	-67.34	5.649101	0.005790908	0.023744	0.3241314	0.3701507	0.447808	0.00800051	0.0328039	0.511387	0	0.01625203	0.1833829	0.1234475
2770	-60.55352	-67.41766	6.864132	0.01374492	0.009453033	0.2357948	0.121275	0.620076	0.0361454	0.0248589	0.31892	0	0.01675026	0.37326	0.1551184
2780	-64.6906	-71.4635	6.772908	0.03302516	0.02052732	0.1399457	0.04144524	0.595657	0.140566	0.0873713	0.176405	0	0.1714306	0.3828463	0.1452984
2790	-59.53604	-67.76977	8.233736	0.006958363	0.02359491	0.2169752	0.112088	0.603352	0.0193494	0.0656113	0.311688	0	0.08501579	0.1743517	0.169452
2800	-64.3527	-67.39438	3.041685	0.00862507	0.0285176	0.459982	0.216478	0.644591	0.0120867	0.0399629	0.303359	0	0.02286771	0.3899457	0.181225
2810	-58.99546	-66.99652	8.001058	0.0208493	0.02162799	0.1779314	0.2124845	0.411028	0.0481627	0.0499615	0.490847	0	0.04918456	0.2873126	0.04231339
2820	-59.70917	-68.64107	8.931898	0.02104476	0.04077014	0.1603365	0.1229214	0.464645	0.0609864	0.118149	0.356219	0	0.05137458	0.2087911	0.1133812
2830	-62.54185	-68.29707	5.755221	0.008379235	0.05995219	0.2761011	0.2158648	0.492776	0.014955	0.107001	0.385268	0	0.09060708	0.1871981	0.198185
2840	-60.9523	-68.81715	7.864855	0.003025607	0.05141691	0.2331118	0.1119368	0.583522	0.00757365	0.128706	0.280198	0	0.08845852	0.1532083	0.1841662
2850	-62.80193	-69.91401	7.112079	0.007821016	0.05952569	0.208532	0.100439	0.554138	0.020783	0.158179	0.266899	0	0.08036663	0.0980072	0.3459101
2860	-60.11511	-68.73043	8.615317	0.008307843	0.0207898	0.2308822	0.1710653	0.535633	0.0192737	0.0482311	0.396862	0	0.06268695	0.09279044	0.1637553
2870	-61.06068	-68.57787	7.517189	0.006217642	0.02275661	0.1254151	0.1412037	0.424283	0.0210345	0.0769863	0.477696	0	0.06318019	0.2111094	0.2902081
2880	-59.12298	-68.14894	9.025969	0.006482961	0.02168899	0.1012632	0.08525293	0.471676	0.0301971	0.101026	0.397101	0	0.1236579	0.2971021	0.07376449
2890	-58.22278	-67.22017	8.997394	0.00424306	0.02657387	0.1725876	0.1489728	0.489781	0.0120412	0.0754131	0.422765	0	0.07289312	0.2276453	0.05915434
2900	-60.65262	-67.82678	7.174158	0.0009383227	0.04090243	0.1850635	0.2519493	0.386472	0.00195952	0.0854174	0.526151	0	0.1173095	0.2600068	0.03822387
2910	-63.95502	-68.36788	4.412854	0.00446186	0.06809271	0.4399936	0.1292498	0.685564	0.00695212	0.106097	0.201387	0	0.08596996	0.1890805	0.2536757
2920	-65.96181	-72.77724	6.81543	0.00625083	0.1725176	0.2838749	0.1898761	0.435044	0.00957953	0.264387	0.290989	0	0.07848541	0.1208513	0.07841037
2930	-59.26691	-68.55337	9.286459	0.007184236	0.03063125	0.1103741	0.1180203	0.414613	0.0269871	0.115064	0.443336	0	0.09452867	0.2046063	0.1178189
2940	-58.89315	-69.45817	10.56502	0.01338621	0.03606183	0.09968693	0.1074754	0.388476	0.0521655	0.140531	0.418827	0	0.04385026	0.234033	0.02081358
2950	-61.69276	-70.24423	8.551472	0.07520988	0.009000411	0.2929528	0.157535	0.547885	0.140659	0.0168327	0.294624	0	0.02072901	0.1556008	0.04563443
2960	-63.36737	-71.35146	7.984088	0.07906668	0.03339851	0.2499468	0.1130348	0.525709	0.1663	0.0702466	0.237744	0	0.04782098	0.2556155	0.0345175
2970	-62.86592	-71.54544	8.679525	0.08526514	0.03527642	0.1118879	0.2334803	0.240149	0.183008	0.0757151	0.501128	0	0.03187702	0.1808075	0.06526285
2980	-60.47202	-67.548	7.075985	0.05657725	0.006951853	0.2232548	0.2651813	0.404473	0.102501	0.0125947	0.480431	0	0.04727583	0.2197554	0.08521453
2990	-61.56172	-70.7063	9.144578	0.06396341	0.03319497	0.1765699	0.1226505	0.445458	0.161369	0.0837456	0.309427	0	0.03405757	0.2388649	0.02805057
3000	-58.01682	-67.98703	9.970213	0.008444561	0.01927444	0.08782266	0.1096328	0.39002	0.0375023	0.0855978	0.486879	0	0.05604207	0.2106865	0.1228852
3010	-59.84774	-67.38262	7.53488	0.01267703	0.01261629	0.278946	0.1236521	0.651908	0.0296267	0.0294848	0.28898	0	0.03846085	0.1689151	0.2230542
3020	-61.70362	-70.38547	8.681852	0.01534866	0.02954819	0.305251	0.1138097	0.657929	0.033082	0.0636873	0.245302	0	0.07785975	0.07938072	0.1224263
3030	-58.88098	-70.22472	11.34374	0.006842093	0.01024754	0.1005944	0.1160233	0.430429	0.0292763	0.0438477	0.496447	0	0.06894041	0.08044644	0.09434142
3040	-59.41495	-67.32238	7.907431	0.01101313	0.004600504	0.08482993	0.2270805	0.259004	0.0336254	0.0140463	0.693325	0	0.07016038	0.3350642	0.08831785
3050	-62.50124	-69.89453	7.393293	0.002873504	0.009811714	0.1744044	0.4386393	0.278722	0.00459225	0.0156805	0.701005	0	0.028031	0.1075142	0.1112061
3060	-60.97769	-69.39738	8.419689	0.008645939	0.03107096	0.05756772	0.1733182	0.212739	0.0319507	0.114821	0.640489	0	0.02839082	0.2976421	0.1732049
3070	-62.62926	-67.72239	5.093132	0.00986689	0.04587621	0.2413319	0.4382815	0.328184	0.0134178	0.0623864	0.596012	0	0.07258136	0.2155106	0.07904779
3080	-63.40482	-69.08086	5.676038	0.01040644	0.04585929	0.1934031	0.2696205	0.372438	0.0200398	0.0883116	0.519211	0	0.1641183	0.2302015	0.1305967
3090	-67.07936	-70.82755	3.748187	0.1522803	0.03103967	0.1825177	0.493507	0.212392	0.177205	0.0361202	0.574283	0	0.0762171	0.1879824	0.1134467
3100	-62.21588	-68.16878	5.952898	0.02195233	0.0465108	0.275021	0.2418382	0.469862	0.0375047	0.0794619	0.413171	0	0.1121307	0.2915645	0.02750227
3110	-59.50928	-68.10139	8.592114	0.02849595	0.007362542	0.1022737	0.09003839	0.448234	0.124889	0.0322677	0.39461	0	0.07852913	0.3627135	0.0831849
3120	-60.41897	-68.48666	8.067691	0.003424831	0.04851632	0.2458249	0.1472555	0.552389	0.00769587	0.10902	0.330895	0	0.03524916	0.1395781	0.1851916
3130	-60.45016	-68.85801	8.407857	0.003741665	0.012419	0.06025129	0.3245542	0.150265	0.00933162	0.0309727	0.80943	0	0.04047771	0.1726553	0.1569247
3140	-61.57587	-70.77128	9.195417	0.008372501	0.01881387	0.006353558	0.1508374	0.0344595	0.0454096	0.10204	0.818091	0	0.04557682	0.325108	0.1372058
3150	-58.51889	-69.61572	11.09682	0.02864689	0.004000966	0.06400692	0.103508	0.319774	0.143118	0.0199886	0.517119	0	0.06153666	0.1547611	0.08566677
3160	-64.0856	-72.35776	8.272163	0.05787841	0.00149728	0.02151329	0.1735327	0.0845576	0.22749	0.00588503	0.682067	0	0.1360937	0.3061302	0.08794766
3170	-59.85047	-71.09953	11.24905	0.01931722	0.001101382	0.0203368	0.1945183	0.0864389	0.0821053	0.00468128	0.826775	0	0.04140133	0.1214954	0.08873381
3180	-57.42733	-68.23972	10.81238	0.002283422	0.008562222	0.03595375	0.05996398	0.336761	0.0213877	0.0801981	0.561653	0	0.04530155	0.211496	0.1670103
