Iteration	Posterior	Likelihood	Prior	clado_fission_pr	clado_fusion_pr	clado_no_change_pr	clado_polyploid_pr	clado_type[1]	clado_type[2]	clado_type[3]	clado_type[4]	clado_type[5]	delta	gamma	rho
3190	-55.13881	-65.88158	10.74276	0.001386289	0.001178529	0.07441543	0.0581274	0.550786	0.0102606	0.00872289	0.43023	0	0.07321141	0.2858943	0.04332005
3200	-55.91069	-66.80979	10.8991	0.004796154	0.003226566	0.1014354	0.09768249	0.489693	0.0231541	0.0155767	0.471576	0	0.07505725	0.20044	0.03926129
3210	-59.31064	-68.13982	8.829175	0.003215068	0.009301792	0.2335371	0.08049839	0.71516	0.00984549	0.0284848	0.24651	0	0.1023502	0.1665323	0.1334572
3220	-60.83881	-68.71944	7.880624	0.01166176	0.008835507	0.1532013	0.3932255	0.270232	0.0205702	0.015585	0.693612	0	0.04921381	0.1437603	0.06384894
3230	-61.25144	-68.69533	7.443896	0.0152726	0.01889692	0.3020909	0.1769759	0.5886	0.0297574	0.0368191	0.344823	0	0.1199525	0.2006919	0.03353924
3240	-60.30755	-67.90065	7.593102	0.02989237	0.02149538	0.1530033	0.1949131	0.383175	0.0748612	0.0538321	0.488132	0	0.09216313	0.3258603	0.03517179
3250	-60.86855	-68.07479	7.206235	0.02581732	0.02176264	0.3026001	0.25763	0.497853	0.042476	0.035805	0.423866	0	0.05237326	0.2204636	0.01053905
3260	-60.15766	-66.75337	6.595708	0.004875351	0.007200463	0.338136	0.3077248	0.513934	0.00741006	0.010944	0.467712	0	0.009493543	0.2659625	0.01884606
3270	-60.02896	-69.0271	8.998138	0.000944279	0.06321605	0.2105452	0.1634822	0.480491	0.00215496	0.144267	0.373087	0	0.02094434	0.232271	0.02059271
3280	-57.72717	-66.32187	8.594705	0.002373521	0.007867753	0.1945228	0.2462069	0.431342	0.00526313	0.0174462	0.545948	0	0.03881493	0.2430094	0.01954366
3290	-61.85099	-70.4107	8.559712	0.05062955	0.01701664	0.1945736	0.08421461	0.561646	0.146145	0.0491194	0.24309	0	0.1125038	0.2275706	0.06932962
3300	-64.12765	-71.88098	7.753334	0.02178204	0.01518875	0.04401791	0.04538545	0.348314	0.172362	0.120189	0.359136	0	0.1392966	0.5484081	0.02239729
3310	-60.52909	-69.31337	8.784282	0.03999556	0.02009621	0.1039896	0.1102023	0.379132	0.145818	0.073268	0.401782	0	0.09490859	0.2769566	0.08723249
3320	-59.96678	-69.6751	9.708313	0.007051827	0.0200802	0.04620153	0.04066425	0.405284	0.0618593	0.176145	0.356711	0	0.1051303	0.3311965	0.09065371
3330	-60.52002	-67.8281	7.308073	0.006434871	0.01813469	0.3333437	0.1394685	0.670197	0.0129375	0.0364603	0.280405	0	0.0894731	0.1878006	0.1063468
3340	-62.36386	-68.28119	5.917332	0.0266663	0.0114975	0.1699747	0.1645148	0.45612	0.0715579	0.0308531	0.441469	0	0.1681723	0.3736864	0.1055643
3350	-60.69369	-66.74279	6.049092	0.01575074	0.004842309	0.3300378	0.2527284	0.547001	0.0261051	0.00802558	0.418869	0	0.07553179	0.1856167	0.1423927
3360	-59.25353	-69.16626	9.912729	0.007481397	0.0239859	0.2005709	0.1579169	0.514344	0.0191853	0.0615094	0.404962	0	0.04530814	0.1147744	0.07049895
3370	-57.00223	-66.16416	9.161936	0.01113777	0.005102796	0.1386259	0.1288092	0.488678	0.0392623	0.0179881	0.454072	0	0.05094634	0.3027456	0.05824833
3380	-58.37626	-69.4501	11.07384	0.01303488	0.01029789	0.1193932	0.04671657	0.630234	0.0688065	0.0543589	0.2466	0	0.07113945	0.1217873	0.1220565
3390	-57.44441	-69.90874	12.46434	0.00889411	0.002337191	0.07153405	0.02384252	0.671002	0.0834283	0.0219233	0.223647	0	0.03613878	0.134219	0.08841016
3400	-58.83446	-71.09107	12.25661	0.003904436	0.007428617	0.1022612	0.0432583	0.651958	0.0248924	0.0473605	0.275789	0	0.068636	0.08259758	0.07806218
3410	-62.19916	-69.93763	7.738471	0.04791204	0.01875595	0.133115	0.2436166	0.300215	0.108056	0.0423003	0.549429	0	0.1198033	0.1677651	0.1069944
3420	-63.31362	-71.7757	8.462088	0.07738297	0.01670914	0.3444342	0.09940971	0.640288	0.143852	0.0310616	0.184798	0	0.02176798	0.1006986	0.1051983
3430	-61.9054	-67.82427	5.918867	0.02768013	0.0360474	0.3501315	0.3312187	0.469926	0.0371507	0.0483807	0.444542	0	0.04893865	0.1644295	0.061477
3440	-64.06894	-67.70256	3.633629	0.05605609	0.03134157	0.4728529	0.2628634	0.574468	0.0681025	0.0380768	0.319352	0	0.08372558	0.2158307	0.1257764
3450	-62.24713	-68.45258	6.205446	0.02916141	0.02424677	0.1706322	0.2430235	0.36533	0.0624356	0.0519132	0.520322	0	0.1403162	0.3566593	0.02722562
3460	-59.18706	-68.77171	9.58465	0.01250944	0.01976903	0.09556895	0.2398498	0.259912	0.034021	0.0537644	0.652302	0	0.0392669	0.2183845	0.02799599
3470	-59.31725	-66.62731	7.310061	0.001869129	0.03169145	0.2030167	0.177674	0.490081	0.00451207	0.076503	0.428904	0	0.05582467	0.3559598	0.05476776
3480	-58.40556	-65.86676	7.461202	0.004158474	0.0105106	0.241774	0.1827652	0.550477	0.00946811	0.0239308	0.416124	0	0.05026119	0.2962354	0.07998448
3490	-60.49136	-67.86887	7.377509	0.008011662	0.008684936	0.3004884	0.2406501	0.538669	0.0143621	0.015569	0.4314	0	0.09967016	0.1438629	0.07269053
3500	-62.00487	-72.06324	10.05838	0.04367877	0.03875653	0.1139503	0.05747218	0.448875	0.17206	0.15267	0.226395	0	0.0761777	0.1490163	0.1269198
3510	-62.01773	-68.49131	6.473579	0.0559663	0.03006884	0.2834656	0.1692141	0.526189	0.103889	0.0558159	0.314107	0	0.08608554	0.2371641	0.1024873
3520	-59.78931	-67.16858	7.379265	0.0300245	0.01361392	0.3031134	0.2037194	0.550643	0.0545433	0.0247314	0.370082	0	0.04513046	0.232576	0.0457054
3530	-60.31605	-70.21348	9.897431	0.02739906	0.021853	0.08909801	0.2083451	0.256992	0.0790293	0.0630323	0.600946	0	0.01037275	0.1739795	0.09101906
3540	-63.89237	-73.02481	9.132441	0.05329313	0.04913322	0.07873515	0.05914808	0.327641	0.221769	0.204458	0.246133	0	0.04024618	0.2962925	0.1217172
3550	-63.76299	-70.70636	6.943366	0.02124004	0.03511999	0.1026763	0.2115431	0.27707	0.0573157	0.0947705	0.570844	0	0.1169539	0.1391578	0.2907818
3560	-64.71333	-71.50503	6.791705	0.06430672	0.03164135	0.1145223	0.1907012	0.28547	0.160297	0.0788724	0.475361	0	0.1582133	0.1764542	0.1968001
3570	-62.98249	-72.10268	9.120188	0.02426519	0.0833109	0.1211403	0.1551016	0.315619	0.0632206	0.217058	0.404102	0	0.08453073	0.1441747	0.08726741
3580	-60.54416	-68.94044	8.396277	0.05156118	0.01022659	0.1492771	0.1738662	0.387802	0.133949	0.0265673	0.451681	0	0.110584	0.237164	0.0395028
3590	-65.21882	-69.28443	4.065614	0.07008089	0.01990696	0.1192754	0.5280867	0.161762	0.0950443	0.026998	0.716195	0	0.06943232	0.3431822	0.05528367
3600	-58.43768	-67.61409	9.17641	0.01219938	0.00410662	0.0783821	0.1214831	0.362593	0.0564339	0.0189971	0.561976	0	0.1261406	0.2987274	0.05312936
3610	-59.0909	-67.18589	8.094988	0.007255687	0.003607033	0.2190555	0.1830033	0.530502	0.0175716	0.0087354	0.443191	0	0.1296248	0.219441	0.04032356
3620	-61.23021	-69.63745	8.407237	0.06308775	0.004627415	0.1973924	0.2330428	0.396251	0.126644	0.0092892	0.467816	0	0.08449832	0.1359328	0.05250449
3630	-65.15467	-71.49947	6.3448	0.04239558	0.01198139	0.05739508	0.07826603	0.302019	0.22309	0.0630473	0.411844	0	0.08918426	0.5952958	0.1028114
3640	-60.65636	-69.32562	8.669261	0.02777715	0.03223828	0.2628255	0.1157452	0.599256	0.0633334	0.073505	0.263905	0	0.04414701	0.2088051	0.05334521
3650	-63.62361	-71.97887	8.35526	0.01801751	0.00535803	0.05698585	0.4404469	0.109418	0.0345953	0.0102879	0.845699	0	0.09593289	0.08926217	0.0702802
3660	-59.02753	-68.74252	9.714998	0.01879414	0.002297245	0.06321773	0.2610019	0.183075	0.0544267	0.00665269	0.755846	0	0.03588793	0.170341	0.08876982
3670	-60.9602	-68.6857	7.725505	0.04181246	0.003310176	0.1143018	0.2640672	0.269903	0.0987327	0.00781639	0.623548	0	0.0682582	0.2036782	0.1438311
3680	-61.86233	-72.21907	10.35674	0.04413558	0.002315882	0.04229167	0.1055693	0.217648	0.227137	0.0119183	0.543297	0	0.1132078	0.1094899	0.1591252
3690	-59.46752	-69.23222	9.764693	0.03716021	0.001197354	0.1373777	0.06670635	0.566642	0.153275	0.00493873	0.275144	0	0.0978285	0.08021479	0.2148553
3700	-59.35424	-66.41404	7.059805	0.01111177	0.01615845	0.2837075	0.2454059	0.509913	0.0199714	0.0290419	0.441073	0	0.04737053	0.217188	0.08488692
3710	-59.79626	-67.70807	7.911812	0.001767564	0.01094922	0.2777826	0.1967625	0.570089	0.00362754	0.0224709	0.403813	0	0.03831804	0.124684	0.1703644
3720	-63.60858	-68.43923	4.830658	0.0008779852	0.0463256	0.1463384	0.5124007	0.207295	0.00124371	0.0656223	0.725839	0	0.1049719	0.2580654	0.05976377
3730	-60.99949	-67.31209	6.3126	0.0004505844	0.01930539	0.2167771	0.1426499	0.571695	0.0011883	0.0509131	0.376203	0	0.04327882	0.5068304	0.05125742
3740	-58.44263	-68.32992	9.887292	0.0002583307	0.01497359	0.198048	0.1453876	0.552177	0.000720251	0.0417478	0.405355	0	0.05996736	0.1227717	0.08167386
3750	-60.56129	-67.99832	7.437032	0.001142145	0.0635263	0.1761163	0.1723582	0.426284	0.00276453	0.153764	0.417188	0	0.02176436	0.369586	0.06361308
3760	-58.07272	-67.75034	9.677619	0.003118631	0.007999599	0.1422253	0.2436637	0.358244	0.00785535	0.0201498	0.613751	0	0.02277686	0.1591829	0.06508067
3770	-57.46406	-67.39995	9.935891	0.003092308	0.004766606	0.1293407	0.1658525	0.426794	0.0102039	0.0157287	0.547274	0	0.02886226	0.1596514	0.1266547
3780	-56.52315	-66.25841	9.73526	0.004397234	0.009767331	0.1281008	0.1442734	0.447063	0.015346	0.0340873	0.503504	0	0.03890103	0.244513	0.06833078
3790	-57.82122	-66.32183	8.500612	0.003489145	0.009066116	0.2219173	0.2072639	0.502375	0.0078987	0.0205238	0.469203	0	0.04033025	0.1969799	0.08270188
3800	-57.73894	-66.83883	9.099895	0.004279465	0.01158388	0.1400782	0.08161826	0.589654	0.0180143	0.0487619	0.343569	0	0.07585389	0.2763923	0.112014
3810	-61.84306	-68.44713	6.604077	0.0144696	0.001408545	0.3886486	0.09489739	0.778193	0.0289726	0.00282034	0.190014	0	0.1131297	0.2069384	0.1319096
3820	-61.57414	-66.80997	5.235834	0.006262015	0.001821358	0.2390857	0.1631336	0.582706	0.0152619	0.00443906	0.397593	0	0.09501624	0.4741162	0.108791
3830	-63.11397	-68.6488	5.534833	0.02409035	0.02818489	0.4140166	0.08398159	0.752383	0.0437789	0.0512198	0.152618	0	0.02139831	0.1673385	0.3193161
3840	-62.99185	-68.19922	5.207372	0.01031965	0.03291611	0.2356478	0.351807	0.373635	0.0163625	0.0521906	0.557812	0	0.0148786	0.2432698	0.2022334
3850	-60.28608	-66.77065	6.484568	0.01844907	0.004544774	0.2104178	0.1904034	0.496485	0.0435309	0.0107235	0.449261	0	0.0263891	0.4245979	0.08855078
3860	-60.3238	-67.51101	7.187205	0.01245649	0.008267764	0.2061683	0.2983729	0.392503	0.0237147	0.0157402	0.568042	0	0.113437	0.2312536	0.02313294
3870	-58.06655	-68.17492	10.10837	0.01207259	0.0119907	0.1181469	0.2146594	0.331065	0.0338291	0.0335997	0.601507	0	0.03028312	0.1870469	0.02677269
3880	-60.81011	-69.1823	8.372189	0.01287952	0.01310236	0.2083282	0.3391682	0.363271	0.0224586	0.0228472	0.591423	0	0.04587454	0.123018	0.03221978
3890	-58.25112	-66.71453	8.463415	0.003530314	0.0211976	0.1791785	0.2295455	0.413376	0.00814465	0.0489041	0.529576	0	0.04744574	0.219027	0.06554345
3900	-60.07396	-68.42055	8.346595	0.001434642	0.04563152	0.1909082	0.2044554	0.431499	0.00324264	0.103138	0.462119	0	0.09235776	0.2218009	0.02056158
3910	-57.99638	-67.98845	9.992066	0.001245317	0.007173293	0.1190808	0.1346535	0.454242	0.00475034	0.027363	0.513645	0	0.07139627	0.1283429	0.1507109
3920	-59.76761	-70.44418	10.67657	0.004026897	0.01717918	0.1409322	0.09711218	0.543614	0.0155328	0.0662648	0.374588	0	0.06400972	0.044625	0.1762669
3930	-60.59916	-68.50937	7.910211	0.006854246	0.04540973	0.227218	0.1133774	0.57837	0.0174471	0.115588	0.288595	0	0.02051646	0.1843824	0.2230303
3940	-61.30111	-69.49635	8.195238	0.01936693	0.05254835	0.1757909	0.1655637	0.425366	0.0468627	0.127153	0.400619	0	0.04773888	0.1282288	0.2030482
3950	-63.66369	-74.10624	10.44255	0.04278722	0.03282652	0.1036657	0.05790969	0.437059	0.180393	0.138398	0.24415	0	0.1552761	0.04444783	0.130641
3960	-67.00617	-71.33174	4.32557	0.09065962	0.04369393	0.1866564	0.1627735	0.385826	0.187397	0.0903171	0.336459	0	0.04728432	0.4008767	0.2473082
3970	-63.23896	-69.07388	5.834925	0.02409361	0.05292804	0.2733126	0.09737466	0.610469	0.0538154	0.11822	0.217495	0	0.09897108	0.190396	0.2912411
3980	-63.82634	-68.78861	4.962271	0.01583548	0.04414423	0.2025112	0.2111809	0.427535	0.0334313	0.0931958	0.445838	0	0.03635439	0.3621695	0.2433868
3990	-62.89742	-71.38633	8.488909	0.01215601	0.06751783	0.3359405	0.0876804	0.667483	0.0241529	0.134152	0.174213	0	0.01588248	0.1003051	0.1434364
4000	-61.04702	-69.56142	8.514405	0.001692644	0.06129261	0.09799345	0.1623269	0.303099	0.00523543	0.189581	0.502085	0	0.06934633	0.2342442	0.1334729
4010	-65.67992	-67.83763	2.157712	0.003756371	0.1256588	0.3354213	0.4490631	0.367022	0.00411027	0.137497	0.49137	0	0.04671832	0.3288937	0.1065268
4020	-61.30673	-69.51329	8.206565	0.01597952	0.03708599	0.05324597	0.3218834	0.12435	0.0373183	0.0866101	0.751722	0	0.06204322	0.2383891	0.06252586
4030	-61.96148	-69.13442	7.172938	0.01445835	0.01736432	0.04410435	0.2327457	0.142884	0.0468404	0.0562548	0.754021	0	0.1107226	0.3698506	0.1052699
4040	-62.58739	-70.09293	7.505542	0.01003826	0.004604108	0.02061875	0.4775105	0.0402104	0.0195765	0.00897887	0.931234	0	0.03898628	0.2825015	0.02699595
4050	-58.7868	-69.03557	10.24877	0.005884135	0.01483807	0.02711003	0.1341911	0.148937	0.0323263	0.0815174	0.737219	0	0.01761828	0.3064926	0.08079828
4060	-57.85485	-69.89278	12.03792	0.001700554	0.008792166	0.03853903	0.07172034	0.319158	0.014083	0.0728117	0.593947	0	0.01914507	0.1230145	0.1451055
4070	-58.0106	-68.35162	10.34102	0.001436875	0.009145442	0.08302103	0.04270243	0.609079	0.0105416	0.067095	0.313284	0	0.03258811	0.1279552	0.2808584
4080	-60.25102	-68.81933	8.568309	0.00156313	0.02623629	0.1969893	0.05947102	0.692991	0.00549895	0.0922969	0.209214	0	0.1150594	0.1514628	0.2041968
4090	-61.25683	-67.11717	5.860337	0.01108555	0.003613315	0.3695115	0.1860793	0.647936	0.0194385	0.00633593	0.326289	0	0.1045517	0.1756535	0.175281
4100	-60.59498	-65.90616	5.311175	0.002211445	0.001043324	0.3750481	0.3110772	0.544037	0.00320788	0.00151342	0.451242	0	0.03347254	0.2257858	0.1320537
4110	-61.97408	-66.63306	4.65898	0.0101518	0.001787489	0.2451442	0.2616884	0.472547	0.0195689	0.00344562	0.504438	0	0.0548652	0.4451307	0.1271438
4120	-59.61807	-69.66505	10.04698	0.04834016	0.004564178	0.07985854	0.09370872	0.352621	0.213449	0.0201534	0.413777	0	0.05870003	0.2883379	0.03360193
4130	-62.77076	-67.81496	5.044199	0.0597914	0.004727096	0.2181802	0.3777795	0.330337	0.0905274	0.00715708	0.571979	0	0.04135246	0.3785079	0.02705115
4140	-65.20562	-69.51742	4.311799	0.08795748	0.009178079	0.2597214	0.2159085	0.453452	0.153566	0.0160241	0.376958	0	0.053668	0.5269102	0.02728605
4150	-62.86395	-70.59975	7.7358	0.05410116	0.0005536908	0.2410533	0.1133406	0.589302	0.132261	0.00135361	0.277083	0	0.1730425	0.2081662	0.04797219
4160	-57.8863	-65.99351	8.107216	0.008581293	0.0004527129	0.2474639	0.2292244	0.509476	0.0176671	0.000932041	0.471925	0	0.04297172	0.2476757	0.02471821
4170	-58.54407	-66.11767	7.573604	0.009877284	0.0007592081	0.1703167	0.2103803	0.435221	0.0252401	0.00194005	0.537599	0	0.08882802	0.3333569	0.04093067
4180	-59.42393	-67.7784	8.35447	0.02121959	0.003700926	0.1363304	0.09152143	0.539341	0.0839474	0.0146413	0.362071	0	0.1185578	0.348671	0.05636141
4190	-62.4239	-73.89332	11.46942	0.03307278	0.002261856	0.1481515	0.03893226	0.666094	0.148696	0.0101694	0.175041	0	0.08194006	0.1176228	0.04288596
4200	-58.35666	-70.0358	11.67914	0.01665127	0.002434322	0.05475051	0.03103943	0.522052	0.158772	0.0232115	0.295964	0	0.06641752	0.2487201	0.02388242
4210	-56.90787	-68.07179	11.16392	0.01161149	0.003070681	0.09116951	0.06673481	0.528254	0.0672793	0.0177921	0.386675	0	0.08897737	0.1706958	0.06315788
4220	-59.99844	-68.3197	8.321266	0.01837949	0.002569068	0.1538201	0.03504207	0.733137	0.0876004	0.0122447	0.167018	0	0.0821843	0.1269212	0.3607667
4230	-61.74067	-70.98915	9.248472	0.04292594	0.002809365	0.06402893	0.11217	0.288504	0.193417	0.0126585	0.50542	0	0.1229962	0.1227977	0.2192342
4240	-63.58448	-69.1175	5.533023	0.01678187	0.02728467	0.2144995	0.08287178	0.628224	0.0491506	0.0799111	0.242714	0	0.147348	0.3595718	0.2101497
4250	-61.16084	-67.98182	6.820974	0.004576104	0.06727619	0.3160357	0.1971432	0.540203	0.00782198	0.114996	0.336979	0	0.04508918	0.209154	0.0904378
4260	-63.57754	-71.44896	7.871417	0.04249023	0.06931281	0.2096525	0.0614161	0.547579	0.110978	0.181034	0.160409	0	0.07455594	0.2116833	0.1555571
4270	-58.9652	-67.08577	8.120571	0.0176656	0.009434893	0.155428	0.2036161	0.402512	0.0457487	0.0244336	0.527305	0	0.04831479	0.2322247	0.1330684
4280	-63.45748	-67.87143	4.413949	0.01763874	0.004712113	0.1295665	0.5146583	0.194376	0.0264617	0.00706913	0.772093	0	0.06372505	0.2614388	0.1786752
4290	-61.42662	-68.58033	7.153711	0.0481935	0.01465805	0.1342873	0.3180199	0.260672	0.0935508	0.0284535	0.617324	0	0.05687179	0.2354686	0.08893942
4300	-59.19973	-67.73178	8.532053	0.0179837	0.005301763	0.1298468	0.151066	0.426849	0.0591184	0.0174286	0.496604	0	0.1229664	0.2159662	0.1154734
4310	-59.1629	-67.23809	8.075192	0.004820977	0.02154384	0.1811682	0.1214501	0.550692	0.0146542	0.0654862	0.369168	0	0.08437142	0.2314579	0.1594779
4320	-58.48558	-67.39659	8.911003	0.001285701	0.006256204	0.1379286	0.2057336	0.392731	0.00366084	0.0178136	0.585795	0	0.08521084	0.170974	0.1133204
4330	-58.00876	-66.37573	8.366972	0.001660174	0.01334243	0.1310477	0.1225034	0.487976	0.00618191	0.0496825	0.45616	0	0.07515772	0.3317816	0.09961929
4340	-64.82016	-70.32737	5.507211	0.04528159	0.09882159	0.2962819	0.113115	0.535288	0.0818095	0.178539	0.204363	0	0.05947141	0.2945394	0.1535776
4350	-70.44237	-69.59817	-0.8442046	0.07206915	0.1904995	0.4335923	0.4753598	0.370111	0.0615176	0.162609	0.405763	0	0.1037621	0.2906819	0.1302653
4360	-65.40453	-73.60341	8.198881	0.09393016	0.04349239	0.1471417	0.2858122	0.257973	0.164681	0.0762521	0.501094	0	0.05112819	0.05911637	0.1113004
4370	-66.08168	-72.30092	6.219239	0.06494878	0.05533313	0.2372109	0.291457	0.36553	0.100083	0.0852656	0.449121	0	0.1424519	0.04318051	0.1553035
4380	-62.91017	-70.69772	7.787556	0.02631988	0.04339697	0.3244096	0.1243825	0.625659	0.0507607	0.0836957	0.239885	0	0.1010564	0.05338929	0.1600994
4390	-68.13284	-72.97799	4.845145	0.03465182	0.0411696	0.360544	0.1102526	0.65959	0.0633931	0.075317	0.2017	0	0.3237018	0.0808004	0.1761749
4400	-61.6146	-71.98871	10.37411	0.03238306	0.01392687	0.1510314	0.08131827	0.541992	0.11621	0.0499781	0.291819	0	0.1336793	0.06653481	0.09552531
4410	-61.28689	-70.13867	8.851783	0.04105931	0.03373746	0.2396371	0.117424	0.554898	0.095076	0.0781217	0.271904	0	0.06861152	0.1302943	0.0958675
4420	-61.77019	-68.06618	6.295988	0.02055682	0.03947362	0.3828913	0.1980914	0.597322	0.0320693	0.0615801	0.309029	0	0.06042927	0.1643392	0.1164291
4430	-61.12021	-67.20245	6.082239	0.02235085	0.02266368	0.3072281	0.2776227	0.487768	0.0354851	0.0359818	0.440765	0	0.05864275	0.1842837	0.1307939
4440	-63.87495	-67.42428	3.549325	0.02972254	0.009499357	0.36316	0.5896072	0.366093	0.0299626	0.00957607	0.594369	0	0.04872532	0.1782756	0.03788706
4450	-55.85014	-66.19624	10.34609	0.004950894	0.00303644	0.1323543	0.1392442	0.473394	0.017708	0.0108605	0.498037	0	0.02935974	0.2423103	0.02594428
4460	-58.12341	-70.44911	12.3257	0.01582074	0.001373551	0.07726935	0.05685121	0.510653	0.104555	0.00907744	0.375715	0	0.06856454	0.1485	0.01086051
4470	-59.1818	-69.28329	10.10148	0.005641281	0.01704715	0.1997925	0.1672978	0.512579	0.014473	0.0437355	0.429212	0	0.05738014	0.1396182	0.01488402
4480	-59.63388	-69.12783	9.493952	0.02926109	0.01811333	0.09455907	0.1306488	0.346901	0.107348	0.0664509	0.4793	0	0.09173286	0.2742579	0.02384125
4490	-55.92707	-67.90105	11.97398	0.008052348	0.004267333	0.09420986	0.07769054	0.511398	0.0437105	0.0231643	0.421727	0	0.02849218	0.1571414	0.04455802
4500	-57.35239	-69.65503	12.30264	0.006196138	0.008641885	0.04039012	0.02652472	0.494051	0.0757911	0.105707	0.32445	0	0.009558016	0.2425495	0.04768522
4510	-59.61238	-68.84241	9.230026	0.002714427	0.003503905	0.1558864	0.03501359	0.790827	0.0137705	0.0177756	0.177627	0	0.03332227	0.3662157	0.0921508
4520	-58.38184	-66.92257	8.540729	0.01721758	0.004009315	0.178697	0.0950837	0.605737	0.0583632	0.0135905	0.322309	0	0.04396919	0.2443283	0.1744315
4530	-61.78239	-68.43743	6.655039	0.01371654	0.003169895	0.1331231	0.4934995	0.206871	0.0213152	0.00492595	0.766888	0	0.07062205	0.1627087	0.0694659
4540	-60.8891	-70.3882	9.499104	0.03423786	0.005766093	0.03895256	0.1529908	0.167937	0.14761	0.0248595	0.659593	0	0.06246506	0.1957679	0.1717189
4550	-62.09023	-69.42349	7.333255	0.007391222	0.01067527	0.364033	0.04980851	0.842848	0.017113	0.0247165	0.115322	0	0.04450737	0.2727476	0.1293211
4560	-59.28513	-67.89041	8.605278	0.0007380751	0.03478602	0.1761237	0.2238617	0.404408	0.00169474	0.0798743	0.514023	0	0.05327265	0.1683471	0.09415257
4570	-61.61698	-68.91904	7.302062	0.005997742	0.03959857	0.146237	0.2367662	0.341197	0.0139938	0.0923906	0.552418	0	0.1189603	0.1960967	0.1379467
4580	-60.5573	-69.10785	8.550553	0.006291454	0.0211678	0.08636065	0.1477408	0.330174	0.0240535	0.0809288	0.564843	0	0.07985919	0.1746136	0.2407207
4590	-60.43849	-71.02589	10.58739	0.001586653	0.03615587	0.05659244	0.03881692	0.425022	0.0119161	0.271539	0.291524	0	0.05908794	0.1508653	0.2099653
4600	-61.00692	-72.8532	11.84628	0.001276481	0.01728038	0.06293332	0.0867282	0.374117	0.00758824	0.102726	0.515569	0	0.02909591	0.03396415	0.1959034
4610	-60.61794	-70.51205	9.89411	0.001888065	0.01189937	0.2732651	0.06520741	0.775748	0.00535986	0.0337801	0.185112	0	0.01990061	0.07907415	0.1711638
4620	-57.06259	-68.42699	11.3644	0.003229601	0.008850379	0.111667	0.06488958	0.591969	0.0171208	0.0469176	0.343993	0	0.02841698	0.1188959	0.1394203
4630	-58.86258	-68.60284	9.740255	0.001366231	0.005956867	0.2510996	0.06977803	0.765079	0.00416279	0.0181501	0.212608	0	0.04178736	0.1368789	0.1309172
4640	-55.91439	-66.58965	10.67527	0.001140023	0.004581789	0.1312731	0.09260721	0.571742	0.00496521	0.0199553	0.403338	0	0.02803787	0.1862955	0.1003473
4650	-58.23941	-67.64407	9.40466	0.0007727552	0.004228705	0.03371877	0.1689991	0.162329	0.00372019	0.0203578	0.813593	0	0.02275484	0.2960797	0.1447896
4660	-62.23496	-71.04394	8.808976	0.0004718257	0.001709077	0.1521403	0.1003309	0.597444	0.00185283	0.00671142	0.393992	0	0.006456558	0.111903	0.3579004
4670	-57.8933	-68.27917	10.38587	0.001545314	0.002290105	0.118029	0.05742378	0.65832	0.00861916	0.0127733	0.320288	0	0.00430434	0.1910866	0.1985437
4680	-57.07537	-68.66498	11.58962	0.003942275	0.01050104	0.0669968	0.06632311	0.453406	0.0266797	0.0710667	0.448847	0	0.01259613	0.154497	0.1379914
4690	-58.58348	-68.82314	10.23966	0.003316342	0.01926254	0.07319554	0.1505139	0.297194	0.0134653	0.0782113	0.611129	0	0.09022194	0.1855799	0.06575328
4700	-61.72662	-67.79579	6.069175	0.001623241	0.02323618	0.4648407	0.2709023	0.611148	0.00213415	0.0305497	0.356168	0	0.02992088	0.1542895	0.06007918
4710	-61.42012	-68.66777	7.247647	0.004066782	0.05177128	0.1241632	0.1526773	0.373223	0.0122244	0.15562	0.458933	0	0.07374416	0.4551843	0.02543779
4720	-58.77863	-68.1612	9.382566	0.001587588	0.0306182	0.07530622	0.09624745	0.369584	0.00779148	0.150266	0.472358	0	0.07989711	0.3462949	0.04360144
4730	-62.85922	-69.99319	7.133972	0.00805276	0.05412444	0.1152714	0.1302088	0.374675	0.0261744	0.175924	0.423227	0	0.1769739	0.3562993	0.05748174
4740	-59.78556	-70.0856	10.30005	0.01461339	0.01114795	0.08710416	0.1636085	0.315054	0.0528563	0.0403219	0.591768	0	0.1010422	0.1191954	0.08509344
4750	-59.97013	-68.49353	8.523399	0.004882639	0.008520959	0.2471652	0.1355533	0.623962	0.0123261	0.0215109	0.342201	0	0.1306119	0.1530693	0.07966632
4760	-58.19311	-68.25218	10.05907	0.002725219	0.006465762	0.1089185	0.08802761	0.528379	0.0132204	0.0313663	0.427034	0	0.1574919	0.1917655	0.05050863
4770	-57.80995	-66.40052	8.590563	0.004839667	0.005178841	0.104922	0.1033983	0.480547	0.0221659	0.0237193	0.473568	0	0.09668598	0.367425	0.07030342
4780	-56.71349	-67.38046	10.66697	0.003060431	0.007073469	0.03368059	0.04945367	0.361116	0.0328132	0.0758401	0.530231	0	0.06266276	0.3462193	0.04296246
4790	-60.17347	-67.14584	6.972366	0.005403715	0.006421637	0.1042878	0.2643096	0.274137	0.0142045	0.0168803	0.694779	0	0.06898779	0.3365694	0.128593
4800	-60.40032	-69.21547	8.81515	0.01326617	0.00538772	0.04060036	0.2270498	0.141809	0.046336	0.0188182	0.793037	0	0.09072977	0.1858316	0.1674292
