Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51
1950	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	10	20	10	10	20	20	10	10	2	28	10	10	10	20	14	27	7	18	14	28	8	9	7	7	8	7	2	8	4	10	2	2	1	2	1	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	20	10	10	10	10	10	10	10	10	1	10	1	1	1	1
1960	20	20	10	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	20	20	9	10	20	20	10	10	6	28	10	10	20	20	14	27	7	18	14	28	7	9	7	7	7	7	8	7	4	10	3	4	3	3	2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	3	9	3	3	3	3
1970	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	6	28	10	10	20	20	7	27	8	18	7	28	8	9	7	7	8	7	5	8	5	10	5	5	5	6	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	5	5	5	5
1980	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	10	10	10	20	10	20	10	10	20	20	5	10	20	20	10	10	3	28	10	10	20	20	7	27	7	18	14	28	8	9	7	7	7	7	6	7	3	10	3	3	3	3	6	10	10	10	5	10	5	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	20	20	10	10	10	10	5	5	5	5	3	5	3	3	3	3
1990	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	10	20	10	10	20	20	10	10	5	28	10	10	10	20	8	27	9	18	8	28	9	9	8	8	9	8	5	9	5	10	5	5	6	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	5	10	7	5	7	7
2000	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	10	20	5	10	10	20	10	10	1	28	10	10	20	20	14	27	8	18	7	28	8	9	7	7	7	7	5	7	5	10	1	5	1	1	2	10	10	10	5	10	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	11	10	10	10	5	10	5	5	3	5	1	2	1	1
2010	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	5	10	10	20	10	10	14	28	10	10	10	20	14	27	7	18	14	28	8	9	7	7	7	7	7	8	7	10	7	7	4	7	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	3	5	4	3	4	4
2020	20	20	20	20	10	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	10	20	5	10	20	20	10	10	5	28	10	10	20	20	7	27	9	18	8	28	8	9	7	8	7	7	5	8	5	10	5	5	6	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	5	10	5	5	5	5	6	6
2030	20	20	20	20	10	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	10	20	10	10	10	20	10	10	5	28	10	10	20	20	14	27	8	18	7	28	9	9	7	7	8	7	10	9	10	10	5	10	3	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	3	5	3	3
2040	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	5	10	20	20	10	10	6	28	10	10	10	20	14	27	8	18	7	28	8	9	7	7	8	7	9	8	10	10	12	10	3	6	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	5	3	5	3	3
2050	20	20	20	20	10	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	10	20	5	10	10	20	10	10	4	28	10	10	5	20	7	27	9	18	8	28	9	9	8	8	8	7	4	8	5	5	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	5	4	4	4	4
2060	20	20	10	20	20	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	20	20	10	10	10	20	10	10	4	28	10	10	20	20	7	27	7	18	14	28	8	9	8	7	8	8	4	8	5	10	4	4	2	4	2	10	10	10	10	10	10	10	10	10	10	10	5	10	10	10	10	10	10	10	5	10	10	10	5	5	5	5	5	5	5	5	2	5	1	2	1	1
2070	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	10	20	10	10	20	20	10	10	7	28	10	10	20	20	14	27	8	18	7	28	8	9	7	7	7	7	7	7	8	10	7	7	7	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	6	5	6	6
2080	20	20	10	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	5	10	10	20	5	10	7	28	10	10	20	20	14	27	8	18	7	28	8	9	7	7	7	7	6	7	6	10	6	6	1	6	1	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	2	5	1	1	1	1
2090	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	5	10	10	20	10	10	4	28	10	10	10	20	7	27	8	18	7	28	8	9	7	7	8	7	8	8	4	10	4	4	2	4	3	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	3	5	4	3	2	2
2100	20	20	20	20	20	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	8	28	10	10	10	20	28	27	15	18	14	28	9	9	14	14	8	14	8	8	9	10	7	8	8	8	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	11	10	9	10	8	9	8	8
2110	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	6	7	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	5	10	5	5	3	5	3	3	3	3
2120	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	10	20	10	10	20	20	10	10	8	28	10	10	20	20	28	27	14	18	14	28	7	9	14	14	14	14	5	7	5	10	4	5	3	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	8	10	3	4	3	3
2130	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	7	7	5	7	5	10	10	10	10	10	10	10	5	5	5	5	5	5	10	10	10	10	10	10	10	10	20	20	10	10	10	10	5	5	5	5	5	5	4	5	4	4
2140	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	9	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	7	8	6	7	8	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	20	20	10	10	9	10	9	9	9	9	8	9	7	8	7	7
2150	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	7	7	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	7	10	7	7	7	7
2160	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	9	10	20	20	10	10	14	28	10	10	10	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	7	7	7	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	9	10	7	9	7	7	7	7
2170	20	20	20	20	20	20	10	10	10	10	20	20	5	10	10	10	10	10	5	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	10	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	5	7	10	10	5	5	1	5	6	10	10	10	10	10	10	10	5	5	5	5	5	5	5	5	10	10	5	5	10	10	20	20	10	10	5	5	5	5	5	5	3	5	2	3	1	1
2180	20	20	20	20	20	20	10	10	10	10	10	20	5	10	10	10	10	10	10	10	10	10	10	10	5	20	20	20	10	10	20	20	10	10	20	20	10	10	6	28	10	10	5	20	28	27	14	18	28	28	7	9	14	14	14	14	6	7	3	5	3	3	2	3	4	10	10	10	5	10	4	5	10	10	10	10	10	10	5	5	10	10	5	5	10	10	20	20	10	10	5	5	5	5	5	5	2	5	1	2	1	1
2190	20	20	10	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	10	20	10	10	20	20	10	10	4	28	10	10	20	20	14	27	14	18	28	28	7	9	14	14	14	14	8	7	4	10	5	4	4	4	10	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	5	5	5	4	5	4	4
2200	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	7	28	10	10	10	20	14	27	7	18	7	28	7	9	7	7	7	7	7	7	7	10	7	7	5	7	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	5	10	5	5	5	5
2210	20	20	20	20	20	20	10	10	10	10	20	20	10	10	5	10	10	10	10	10	5	10	5	10	5	20	20	20	10	10	20	20	10	10	20	20	10	10	7	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	2	7	12	10	10	10	10	10	5	5	5	5	5	5	5	5	5	5	10	10	5	5	10	10	20	20	10	10	5	5	5	5	5	5	6	5	3	6	3	3
2220	20	20	20	20	20	20	10	10	10	10	20	20	10	10	5	10	10	10	10	10	10	10	5	10	20	20	10	20	10	10	20	20	5	10	20	20	10	10	6	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	6	7	6	10	6	6	5	6	5	10	10	10	10	10	10	10	10	10	5	10	5	5	5	5	10	10	5	5	10	10	20	20	10	10	5	5	5	5	5	5	5	5	5	5	5	5
2230	10	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	15	18	14	28	7	9	14	15	14	14	7	7	7	10	7	7	4	7	4	10	10	10	10	10	10	10	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	5	5	5	2	5	2	2	2	2
2240	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	14	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	5	7	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	10	9	5	5
2250	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	7	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	6	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	6	8	6	6
2260	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	5	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	12	28	9	10	9	20	28	27	14	18	28	28	7	9	14	14	14	14	6	7	6	9	6	6	6	6	4	10	10	10	10	10	10	10	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10	20	10	10	10	10	5	5	5	5	2	5	3	2	3	3
2270	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	10	20	28	27	14	18	28	28	7	9	14	14	7	14	7	7	8	10	7	7	7	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	7	8	7	7
2280	20	20	20	20	10	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	20	11	10	10	20	10	10	20	20	10	10	14	28	10	10	10	20	28	27	15	18	14	28	8	9	14	14	7	14	7	7	7	10	7	7	3	7	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	4	10	3	4	3	3
2290	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	11	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	7	28	9	10	10	20	8	27	9	18	8	28	9	9	8	8	8	8	8	8	8	9	8	8	4	7	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	5	5	4	4
2300	20	20	20	20	20	20	10	10	10	10	20	20	5	10	5	10	10	10	10	10	10	10	10	10	20	20	10	20	10	10	20	20	10	10	5	20	10	10	14	28	10	10	20	20	14	27	8	18	7	28	7	9	7	7	7	7	6	7	12	10	7	6	6	7	4	5	10	10	10	10	10	10	10	10	10	10	10	10	5	5	10	10	5	5	10	10	20	20	10	10	5	5	5	5	5	5	5	5	6	4	6	6
2310	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	11	10	10	20	10	10	4	28	10	10	20	20	7	27	7	18	14	28	8	9	7	7	7	7	5	7	4	10	4	4	3	4	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	11	10	2	11	2	2
2320	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	10	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	7	14	5	7	5	10	5	5	5	5	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	12	10	5	6	5	5
2330	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	10	20	10	10	14	28	10	10	20	20	28	27	15	18	14	28	7	9	14	14	14	14	7	7	6	10	7	6	5	7	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	4	9	4	4
2340	20	20	20	20	10	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	20	20	5	10	20	20	10	10	8	28	10	10	10	20	14	27	14	18	14	28	7	9	14	14	7	14	8	7	8	10	8	8	4	8	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	5	10	5	5	4	5	4	4
2350	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	5	10	20	20	10	10	14	28	10	10	20	20	14	27	7	18	14	28	9	9	7	7	8	7	9	9	8	10	7	8	6	7	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	5	6	6	6	6
2360	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	7	28	10	10	20	20	14	27	7	18	14	28	9	9	7	7	8	7	10	8	5	10	6	5	6	7	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	5	5	5	5
2370	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	20	20	10	10	10	20	10	10	3	28	10	10	10	20	7	27	16	18	15	28	8	9	8	16	8	8	4	8	4	10	3	4	5	3	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	5	5
2380	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	12	28	10	10	10	20	28	27	14	18	28	28	7	9	14	14	7	14	6	7	6	10	6	6	5	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	5	5	5	5
2390	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	7	28	10	10	10	20	28	27	14	18	28	28	7	9	14	14	7	14	7	7	7	10	7	7	3	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	7	10	6	7	3	3
2400	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	6	28	10	10	10	20	28	27	14	18	28	28	7	9	14	14	14	14	6	7	12	10	6	6	3	6	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	4	10	3	4	3	3
2410	20	20	20	20	10	20	10	10	10	10	20	20	10	10	9	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	6	28	10	10	10	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	3	8	3	3	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	4	10	3	4	3	3
2420	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	7	28	10	10	20	20	14	27	14	18	28	28	7	9	14	14	8	14	8	8	8	10	8	8	8	8	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	4	4	4	4
2430	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	7	8	5	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	5	10	5	5
2440	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	10	20	10	10	10	20	10	10	4	28	10	10	20	20	14	27	7	18	14	28	7	9	7	7	7	7	5	7	5	10	4	5	4	4	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	4	5	4	4
2450	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	14	27	14	18	28	28	7	9	14	14	14	14	6	7	7	10	7	7	6	7	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	3	10	3	3	3	3
2460	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	5	10	10	20	10	10	5	28	10	10	10	20	28	27	15	18	14	28	7	9	14	14	14	14	5	7	5	10	5	5	2	5	2	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	1	5	1	1	1	1
2470	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	10	20	10	10	20	20	10	10	5	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	4	8	5	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	5	5	5	5
2480	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	5	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	10	10	5	5
2490	20	20	20	20	20	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	10	28	10	10	20	20	14	27	14	18	28	28	7	9	14	14	14	14	5	7	10	10	5	5	4	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	4	5	4	4
2500	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	12	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	6	7	6	6	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	11	10	12	11	6	6
2510	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	15	18	14	28	8	9	14	14	8	14	8	8	8	10	7	8	7	7	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	6	10	6	6	6	6
2520	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	8	9	14	14	7	14	7	7	7	10	7	7	5	7	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	10	9	5	5
2530	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	20	10	10	20	20	10	10	20	20	10	10	5	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	5	7	5	10	5	5	3	5	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	3	10	3	3	3	3
2540	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	10	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	5	7	10	10	5	5	3	5	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	7	10	6	7	3	3
2550	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	9	10	10	10	10	10	9	10	10	20	20	20	10	10	20	20	9	10	20	20	10	10	10	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	5	7	6	10	5	5	1	5	4	10	10	10	10	10	10	10	10	10	9	9	9	9	10	10	10	10	9	10	10	10	20	20	10	10	9	9	9	9	9	9	8	9	2	4	1	1
2560	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	7	28	10	10	20	20	28	27	14	18	14	28	7	9	14	14	14	14	7	7	7	10	7	7	6	7	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	6	5	6	6
2570	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	6	7	6	10	7	6	5	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	5	5
2580	20	20	20	20	20	20	10	10	10	10	20	20	10	10	11	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	16	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	8	7	9	10	8	8	4	8	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	5	5	5	5
2590	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	9	10	18	20	20	20	10	10	20	20	9	10	20	20	10	10	14	28	10	10	20	20	13	27	14	18	28	28	7	9	14	14	14	14	8	7	7	10	7	7	6	7	10	10	10	10	9	10	9	9	10	10	10	10	9	9	10	10	10	10	9	10	10	10	20	20	10	10	9	9	9	9	9	9	5	9	6	5	6	6
